52,Austiņas,Monster,DNA FIT,Melna,Jā,Iebūvēts,Jā,Bluetooth,20 - 20000 Hz,24 h,2 h,24 mēn,169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;
53,Austiņas,Yealink,BH72 UC,Melna,Jā,100 - 8000 Hz,Izvelkams,Jā,Bluetooth,20 - 20000 Hz,117 dB,189 g,40 h,2 h,24 mēn,211.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;
"54,Austiņas,Shure,Aonic 50,SRH1540,Ar galvas stīpu,Bronzas,Nē,3.5 mm,50 mm,20 - 22000 Hz,39 Ω,97.5 dB,Aktīva,334 g,Nē,20 h,Austiņas+Uzglabāšanas kaste+uzlādes vads USB-C,24 mēn,""Magnēta tipa draiveris: neodīms";;;;;
55,Austiņas,Dell,AW720H,545-BBFD,On-Ear,Balta,Jā,Izvelkams,Jā,3.5 mm,20 - 40000 Hz,32 Ω,105 dB,Aktīva,348 g,24 mēn,170.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;
56,Austiņas,Sony,Pulse 3D,Melna,Jā,Iebūvēts,Jā,3.5 mm,12 h,24 mēn,99.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;
"57,Austiņas,Logitech,G332,Ar galvas stīpu,Melna,Jā,Jā,3.5 mm,2 m,50 mm,20 - 20000 Hz,39 Ω,107 dB,Pasīva,24 mēn,Ērti ausu spilventiņi. Saderīgs ar visām platformām,""K Senukai ULMAŅA GATVE, Priedaines iela 37"",,24.02.2023.,3 gab.,""K Senukai OZOLS, Mazā Rencēnu iela 1"",,23.05.2023.,2 gab.,""K Senukai DAUGAVPILS, Kraujas iela 2"",,28.04.2023.,1 gab.,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,";;;;;
"58,1 gab.,–,1.0 gab.,1 gab.,–,""136,20 €"",1 gab.,–,""136,20 €"",Austiņas,Logitech,G535 Lightspeed,Melna,Jā,100 - 10000 Hz,Izvelkams,Jā,Jā,20 - 20000 Hz,36 Ω,88 dB,2.0 (Stereo),236 g,Nē,33 h,24 mēn,136.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,";;;;;
59,Austiņas,JBL,Live 460NC,Ar galvas stīpu,Balta,Jā,Jā,Bluetooth,40 mm,20 - 20000 Hz,Aktīva,40 h,2 h,24 mēn,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;
"60,Austiņas,Sony,WH-XB910,WH-XB910NB,Ar galvas stīpu,Melna,Jā,Iebūvēts,Jā,USB-C,40 mm,7 - 25000 Hz,96 dB,Pasīva,30 h,3.5 h,24 mēn,""K Senukai OZOLS, Mazā Rencēnu iela 1"",,10.05.2023.,2 gab.,169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,";;;;;
61,Austiņas,Savio,TWS-09,Melna,Jā,Iebūvēts,Jā,Bluetooth,20 - 20000 Hz,16 Ω,64 dB,8.4 g,32 h,8 h,24 mēn,18.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;
